Epoch_ms,FSR-1,FSR-2,FSR-3,FSR-4,FSR-5,FSR-6
1769641240335,0,0,0,0,0,54
1769641240337,0,0,0,0,0,56
1769641240338,0,0,0,0,0,55
1769641240340,0,0,0,0,0,56
1769641240341,0,0,0,0,0,56
1769641240342,0,0,0,0,0,56
1769641240344,0,0,0,0,0,57
1769641240345,0,0,0,0,0,56
1769641240347,0,0,0,0,0,58
1769641240348,0,0,0,0,0,57
1769641240349,0,0,0,0,0,59
1769641240351,0,0,0,0,0,59
1769641240352,0,0,0,0,0,59
1769641240354,0,0,0,0,0,59
1769641240355,0,0,0,0,0,61
1769641240357,0,0,0,0,0,60
1769641240358,0,0,0,0,0,61
1769641240359,0,0,0,0,0,60
1769641240361,0,0,0,0,0,59
1769641240362,0,0,0,0,0,61
1769641240364,0,0,0,0,0,61
1769641240365,0,0,0,0,0,61
1769641240367,0,0,0,0,0,61
1769641240368,0,0,0,0,0,61
1769641240369,0,0,0,0,0,63
1769641240371,0,0,0,0,0,63
1769641240372,0,0,0,0,0,63
1769641240374,0,0,0,0,0,61
1769641240375,0,0,0,0,0,61
1769641240376,0,0,0,0,0,61
1769641240378,0,0,0,0,0,60
1769641240379,0,0,0,0,0,55
1769641240381,0,0,0,0,0,53
1769641240382,0,0,0,0,0,53
1769641240384,0,0,0,0,0,50
1769641240385,0,0,0,0,0,50
1769641240386,0,0,0,0,0,49
1769641240388,0,0,0,0,0,47
1769641240389,0,0,0,0,0,47
1769641240391,0,0,0,0,0,52
1769641240392,0,0,0,0,0,51
1769641240393,0,0,0,0,0,53
1769641240395,0,0,0,0,0,54
1769641240396,0,0,0,0,0,57
1769641240398,0,0,0,0,0,63
1769641240399,0,0,0,0,0,72
1769641240401,0,0,0,0,0,78
1769641240402,0,0,0,0,0,80
1769641240403,0,0,0,0,0,85
1769641240405,0,0,0,0,0,87
1769641240406,0,0,0,0,0,88
1769641240408,0,0,0,0,0,91
1769641240409,0,0,0,0,0,88
1769641240410,0,0,0,0,0,89
1769641240412,0,0,0,0,0,87
1769641240413,0,0,0,0,0,87
1769641240415,0,0,0,0,0,86
1769641240416,0,0,0,0,0,83
1769641240418,0,0,0,0,0,82
1769641240419,0,0,0,0,0,83
1769641240420,0,0,0,0,0,79
1769641240422,0,0,0,0,0,81
1769641240423,0,0,0,0,0,76
1769641240425,0,0,0,0,0,75
1769641240426,0,0,0,0,0,75
1769641240427,0,0,0,0,0,73
1769641240429,0,0,0,0,0,72
1769641240430,0,0,0,0,0,72
1769641240432,0,0,0,0,0,70
1769641240433,0,0,0,0,0,70
1769641240435,0,0,0,0,0,70
1769641240436,0,0,0,0,0,69
1769641240437,0,0,0,0,0,71
1769641240439,0,0,0,0,0,71
1769641240440,0,0,0,0,0,71
1769641240442,0,0,0,0,0,69
1769641240443,0,0,0,0,0,71
1769641240445,0,0,0,0,0,63
1769641240446,0,0,0,0,0,62
1769641240447,0,0,0,0,0,61
1769641240449,0,0,0,0,0,61
1769641240450,0,0,0,0,0,61
1769641240452,0,0,0,0,0,62
1769641240453,0,0,0,0,0,63
1769641240454,0,0,0,0,0,62
1769641240456,0,0,0,0,0,63
1769641240457,0,0,0,0,0,61
1769641240459,0,0,0,0,0,61
1769641240460,0,0,0,0,0,63
1769641240462,0,0,0,0,0,62
1769641240463,0,0,0,0,0,62
1769641240464,0,0,0,0,0,63
1769641240466,0,0,0,0,0,63
1769641241467,0,0,0,0,0,63
1769641241469,0,0,0,0,0,68
1769641241470,0,0,0,0,0,64
1769641241471,0,0,0,0,0,69
1769641241473,0,0,0,0,0,69
1769641241474,0,0,0,0,0,69
1769641241476,0,0,0,0,0,71
1769641241477,0,0,0,0,0,71
1769641241479,0,0,0,0,0,72
1769641241480,0,0,0,0,0,72
1769641241481,0,0,0,0,0,72
1769641241483,0,0,0,0,0,72
1769641241484,0,0,0,0,0,72
1769641241486,0,0,0,0,0,73
1769641241487,0,0,0,0,0,73
1769641241488,0,0,0,0,0,71
1769641241490,0,0,0,0,0,73
1769641241491,0,0,0,0,0,73
1769641241493,0,0,0,0,0,73
1769641241494,0,0,0,0,0,73
1769641241496,0,0,0,0,0,75
1769641241497,0,0,0,0,0,75
1769641241498,0,0,0,0,0,75
1769641241500,0,0,0,0,0,76
1769641241501,0,0,0,0,0,77
1769641241503,0,0,0,0,0,77
1769641241504,0,0,0,0,0,77
1769641241506,0,0,0,0,0,77
1769641241507,0,0,0,0,0,77
1769641241508,0,0,0,0,0,78
1769641241510,0,0,0,0,0,79
1769641241511,0,0,0,0,0,79
1769641241513,0,0,0,0,0,79
1769641241514,0,0,0,0,0,78
1769641241515,0,0,0,0,0,78
1769641241517,0,0,0,0,0,79
1769641241518,0,0,0,0,0,77
1769641241520,0,0,0,0,0,79
1769641241521,0,0,0,0,0,79
1769641241523,0,0,0,0,0,82
1769641241524,0,0,0,0,0,79
1769641241525,0,0,0,0,0,81
1769641241527,0,0,0,0,0,79
1769641241528,0,0,0,0,0,77
1769641241530,0,0,0,0,0,77
1769641241531,0,0,0,0,0,77
1769641241533,0,0,0,0,0,81
1769641241534,0,0,0,0,0,81
1769641241535,0,0,0,0,0,81
1769641241537,0,0,0,0,0,79
1769641241538,0,0,0,0,0,81
1769641241540,0,0,0,0,0,79
1769641241541,0,0,0,0,0,81
1769641241542,0,0,0,0,0,81
1769641241544,0,0,0,0,0,83
1769641241545,0,0,0,0,0,83
1769641241547,0,0,0,0,0,83
1769641241548,0,0,0,0,0,82
1769641241550,0,0,0,0,0,85
1769641241551,0,0,0,0,0,83
1769641241552,0,0,0,0,0,83
1769641241554,0,0,0,0,0,83
1769641241555,0,0,0,0,0,83
1769641241557,0,0,0,0,0,82
1769641241558,0,0,0,0,0,83
1769641241560,0,0,0,0,0,83
1769641241561,0,0,0,0,0,83
1769641241562,0,0,0,0,0,83
1769641241564,0,0,0,0,0,83
1769641241565,0,0,0,0,0,79
1769641241567,0,0,0,0,0,79
1769641241568,0,0,0,0,0,82
1769641241569,0,0,0,0,0,83
1769641241571,0,0,0,0,0,83
1769641241572,0,0,0,0,0,83
1769641241574,0,0,0,0,0,83
1769641241575,0,0,0,0,0,83
1769641241577,0,0,0,0,0,83
1769641241578,0,0,0,0,0,83
1769641241579,0,0,0,0,0,83
1769641241581,0,0,0,0,0,81
1769641241582,0,0,0,0,0,79
1769641241584,0,0,0,0,0,79
1769641241585,0,0,0,0,0,82
1769641241586,0,0,0,0,0,83
1769641241588,0,0,0,0,0,81
1769641241589,0,0,0,0,0,82
1769641241591,0,0,0,0,0,79
1769641241592,0,0,0,0,0,82
1769641241594,0,0,0,0,0,79
1769641241595,0,0,0,0,0,79
